"2026-03-04T02:13:09Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-978.0,"y":97.0,"z":1885.0},"createdAt":1772590389248,"expireAt":1772590989248,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-976.9858034875497,"y":97.5,"z":1881.0588720940366,"yaw":-173.24942,"pitch":40.949997}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[{"DataVersion":4671,"id":"minecraft:diamond_pickaxe","count":1,"components":{"minecraft:damage":"181"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"357"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_axe","count":1,"components":{"minecraft:damage":"1132"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_shovel","count":1,"components":{"minecraft:damage":"47"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:compass","count":1,"components":{"minecraft:lodestone_tracker":"{target:{dimension:\"minecraft:overworld\",pos:[I;-85,68,-41]}}"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:totem_of_undying","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_fence","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:torch","count":59,"schema_version":1},{"DataVersion":4671,"id":"minecraft:filled_map","count":1,"components":{"minecraft:map_id":"4"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:map","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:stick","count":21,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wheat_seeds","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:wildflowers","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:egg","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_moss_block","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:dirt","count":10,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_log","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_sapling","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_moss_carpet","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:rotten_flesh","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:open_eyeblossom","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:resin_clump","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_log","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:leaf_litter","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:dark_oak_sapling","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_log","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:creaking_heart","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:string","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:closed_eyeblossom","count":8,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cobblestone","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:coal","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cartography_table","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_boots","count":1,"components":{"minecraft:damage":"182"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_leggings","count":1,"components":{"minecraft:damage":"106"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_chestplate","count":1,"components":{"minecraft:damage":"182"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_helmet","count":1,"components":{"minecraft:enchantments":"{\"minecraft:unbreaking\":1}","minecraft:damage":"157"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:shield","count":1,"components":{"minecraft:damage":"38"},"schema_version":1}]}}}"
"2026-03-04T02:13:29Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-981.0,"y":98.0,"z":1882.0},"createdAt":1772590409890,"expireAt":1772591009890,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-982.1300653992644,"y":99.23925927506424,"z":1882.3513392171405,"yaw":87.30017,"pitch":15.600004}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"DataVersion":4671,"id":"minecraft:cobblestone","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:coal","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:closed_eyeblossom","count":8,"schema_version":1},{"DataVersion":4671,"id":"minecraft:string","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:shield","count":1,"components":{"minecraft:damage":"38"},"schema_version":1}]}}}"
"2026-03-04T02:14:05Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-978.0,"y":97.0,"z":1885.0},"createdAt":1772590389248,"expireAt":1772590989248,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-977.8605225576003,"y":97.0,"z":1884.1706707915212,"yaw":-14.4000025,"pitch":37.05003}},"isProtected":false,"inventory":{"type":"CHEST","size":45,"content":[]}},"reason":"BREAK","extra":{"player":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-977.8605225576003,"y":97.0,"z":1884.1706707915212,"yaw":-14.4000025,"pitch":37.05003}}}}"
"2026-03-04T02:14:06Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-979.0,"y":97.0,"z":1885.0},"createdAt":1772590446790,"expireAt":1772591046790,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-978.7384138282422,"y":97.0,"z":1885.1460979492977,"yaw":34.800007,"pitch":40.50004}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[{"DataVersion":4671,"id":"minecraft:diamond_axe","count":1,"components":{"minecraft:damage":"1132"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_shovel","count":1,"components":{"minecraft:damage":"47"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:compass","count":1,"components":{"minecraft:lodestone_tracker":"{target:{dimension:\"minecraft:overworld\",pos:[I;-85,68,-41]}}"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:stick","count":21,"schema_version":1},{"DataVersion":4671,"id":"minecraft:egg","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:dirt","count":10,"schema_version":1},{"DataVersion":4671,"id":"minecraft:open_eyeblossom","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:dark_oak_sapling","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_log","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:cartography_table","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_chestplate","count":1,"components":{"minecraft:damage":"182"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:wheat_seeds","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_log","count":64,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_sapling","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"357"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_pickaxe","count":1,"components":{"minecraft:damage":"181"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_moss_carpet","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:rotten_flesh","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:creaking_heart","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_boots","count":1,"components":{"minecraft:damage":"182"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:totem_of_undying","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_moss_block","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_fence","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:map","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:resin_clump","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:leaf_litter","count":5,"schema_version":1},{"DataVersion":4671,"id":"minecraft:copper_leggings","count":1,"components":{"minecraft:damage":"106"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_helmet","count":1,"components":{"minecraft:enchantments":"{\"minecraft:unbreaking\":1}","minecraft:damage":"157"},"schema_version":1}]}}}"
"2026-03-04T02:14:48Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-981.0,"y":97.0,"z":1889.0},"createdAt":1772590488190,"expireAt":1772591088190,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-978.5081464249587,"y":98.5,"z":1886.862500011921,"yaw":178.34998,"pitch":53.849964}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"DataVersion":4671,"id":"minecraft:torch","count":59,"schema_version":1},{"DataVersion":4671,"id":"minecraft:filled_map","count":1,"components":{"minecraft:map_id":"4"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:wildflowers","count":2,"schema_version":1},{"DataVersion":4671,"id":"minecraft:pale_oak_log","count":64,"schema_version":1}]}}}"
"2026-03-04T02:15:12Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-1018.0,"y":97.0,"z":1908.0},"createdAt":1772590512146,"expireAt":1772591112146,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-1017.0269414123331,"y":97.0,"z":1910.0624001270992,"yaw":-99.6001,"pitch":-5.550034}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"DataVersion":4671,"id":"minecraft:totem_of_undying","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_chestplate","count":1,"components":{"minecraft:damage":"182"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_boots","count":1,"components":{"minecraft:damage":"182"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_helmet","count":1,"components":{"minecraft:enchantments":"{\"minecraft:unbreaking\":1}","minecraft:damage":"157"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"357"},"schema_version":1}]}}}"
"2026-03-04T02:15:22Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-1018.0,"y":97.0,"z":1908.0},"createdAt":1772590512146,"expireAt":1772591112146,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-1015.3093484182174,"y":97.0,"z":1908.6429564307623,"yaw":35.699986,"pitch":27.900005}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-1015.3093484182174,"y":97.0,"z":1908.6429564307623,"yaw":35.699986,"pitch":27.900005}}}}"
"2026-03-04T02:15:51Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-991.0,"y":97.0,"z":1857.0},"createdAt":1772590551990,"expireAt":1772591151990,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-990.5872406149304,"y":97.0,"z":1857.6806668457975,"yaw":-175.80002,"pitch":9.150021}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"362"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:totem_of_undying","count":1,"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_boots","count":1,"components":{"minecraft:damage":"187"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_chestplate","count":1,"components":{"minecraft:damage":"187"},"schema_version":1},{"DataVersion":4671,"id":"minecraft:iron_helmet","count":1,"components":{"minecraft:enchantments":"{\"minecraft:unbreaking\":1}","minecraft:damage":"161"},"schema_version":1}]}}}"
"2026-03-04T02:15:57Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-981.0,"y":97.0,"z":1889.0},"createdAt":1772590488190,"expireAt":1772591088190,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-994.3985105607903,"y":97.1212968405392,"z":1884.6968657795028,"yaw":-141.74998,"pitch":16.649994}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[]}},"reason":"THIEF","extra":{"player":{"name":"SolarScape72","op":false,"id":"6d0f87de-7d61-44dc-adbe-6d34703fa63d","entity-id":17463,"location":{"world":"world","x":-982.4214928792393,"y":97.0,"z":1891.26805881455,"yaw":-126.81195,"pitch":22.793581}}}}"
"2026-03-04T02:16:11Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":-996.0,"y":97.0,"z":1847.0},"createdAt":1772590571033,"expireAt":1772591171033,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-995.4167273020827,"y":97.0,"z":1847.300000011921,"yaw":130.65019,"pitch":-0.6000076}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"DataVersion":4671,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:damage":"364"},"schema_version":1}]}}}"
"2026-03-04T02:16:38Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":-979.0,"y":97.0,"z":1885.0},"createdAt":1772590446790,"expireAt":1772591046790,"owner":{"name":"Tsyomy","op":false,"id":"5d346c59-2127-4819-83f3-9336f0e89ac4","entity-id":685,"location":{"world":"world","x":-997.4254220550289,"y":97.0,"z":1883.170799674659,"yaw":-177.29999,"pitch":9.449992}},"isProtected":false,"inventory":{"type":"CHEST","size":36,"content":[]}},"reason":"THIEF","extra":{"player":{"name":"SolarScape72","op":false,"id":"6d0f87de-7d61-44dc-adbe-6d34703fa63d","entity-id":17463,"location":{"world":"world","x":-978.7811803490708,"y":97.0,"z":1888.050000011921,"yaw":-176.01239,"pitch":16.493605}}}}"
